review_priority,priority_reason,source_obligation_id,parent_record_id,article_id,paragraph_id,article_title,rule_candidate_id,rule_candidate_summary,rule_family,logic_type,detection_target,sir_link_type,sir_candidate_fields,evidence_source,ready_for_v1,gemini_confidence,reviewer_note
low,,law_fincpa_main_2026-01-02:제26조:①:ob01,law_fincpa_main_2026-01-02:제26조:①,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,law_fincpa_main_2026-01-02:제26조:①:ob01:rule01,Verify that the name and business details of the direct financial product seller being represented or brokered are disclosed to the consumer prior to performing agency or brokerage services.,intermediary,required_presence,content_text,direct_content_field,intermediary_status|seller_identity,visible_content,yes,high,"This rule ensures compliance with Article 26, Paragraph 1, Item 1 of the Financial Consumer Protection Act, requiring clear disclosure of the direct seller's identity and business scope to the consumer."
low,,law_fincpa_main_2026-01-02:제26조:①:ob02,law_fincpa_main_2026-01-02:제26조:①,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,law_fincpa_main_2026-01-02:제26조:①:ob02:rule01,Verify that the financial product agent or broker discloses their exclusivity status (whether they represent or broker for a single direct financial product seller) to the consumer prior to contract conclusion.,intermediary,required_presence,content_text,direct_content_field,intermediary_status,visible_content,yes,high,This rule directly maps to the disclosure of exclusivity status under Article 26 Paragraph 1 Item 2. It can be verified by checking the presence of the exclusivity declaration in the pre-contract disclosure materials or system screens.
low,,law_fincpa_main_2026-01-02:제26조:①:ob03,law_fincpa_main_2026-01-02:제26조:①,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,law_fincpa_main_2026-01-02:제26조:①:ob03:rule01,Ensure that financial product intermediaries or agents who lack contract-concluding authority explicitly disclose to consumers that they do not have the authority to execute the contract.,intermediary,required_presence,content_text,direct_content_field,intermediary_status|prohibited_claim_signal,visible_content,yes,high,This rule requires verifying that the disclosure of the lack of contract-concluding authority is present in the consumer-facing materials or screens provided by the intermediary.
low,,law_fincpa_main_2026-01-02:제26조:①:ob04,law_fincpa_main_2026-01-02:제26조:①,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,law_fincpa_main_2026-01-02:제26조:①:ob04:rule01,Ensure that matters regarding liability for damages under Articles 44 and 45 are clearly disclosed and explained to the consumer in advance.,intermediary,required_presence,content_text,direct_content_field,intermediary_status|explanation_material,explanation_form,yes,high,This rule requires verifying that the pre-contractual explanation materials or disclosure documents provided by the intermediary explicitly contain the liability clauses under Articles 44 and 45.
low,,law_fincpa_main_2026-01-02:제26조:②:ob01,law_fincpa_main_2026-01-02:제26조:②,제26조,②,금융상품판매대리ㆍ중개업자의 고지의무 등,law_fincpa_main_2026-01-02:제26조:②:ob01:rule01,금융상품판매대리·중개업자는 영업점 또는 디지털 플랫폼 등 업무 수행 장소에 자신이 대리·중개업자임을 나타내는 표지를 게시하여야 한다.,intermediary,required_presence,content_text,direct_content_field,intermediary_status,visible_content,yes,high,This rule requires verifying that the agent/broker status sign is visibly posted on the digital platform or physical business location.
low,,law_fincpa_main_2026-01-02:제26조:②:ob02,law_fincpa_main_2026-01-02:제26조:②,제26조,②,금융상품판매대리ㆍ중개업자의 고지의무 등,law_fincpa_main_2026-01-02:제26조:②:ob02:rule01,금융상품판매대리·중개업자는 금융소비자에게 업무 수행 시 자신이 대리·중개업자임을 증명하는 증표를 제시하여야 한다.,intermediary,required_process,workflow_metadata,direct_workflow_field,intermediary_status|representative_identity,workflow_log,yes,high,"This rule requires verifying that the intermediary's identification credentials or status proof were presented to the consumer during the solicitation or sales process, which should be logged in the system workflow."
low,,law_fincpa_main_2026-01-02:제27조:③:ob01,law_fincpa_main_2026-01-02:제27조:③,제27조,③,금융상품자문업자의 영업행위준칙 등,law_fincpa_main_2026-01-02:제27조:③:ob01:rule01,"Disclose key advisory information including independence status, financial benefits from distributors, affiliated distributors, scope of products, and advisory procedures to consumers during the advisory process.",advisory,required_presence,content_text,direct_content_field,advisory_independence|intermediary_status|product_core_terms,explanation_form,yes,high,"This rule maps directly to the disclosure requirements for financial product advisory businesses under Article 27, Paragraph 3. The disclosure must explicitly cover independence status, financial benefits, affiliated distributors, scope, and procedures."
low,,law_fincpa_main_2026-01-02:제27조:③:ob02,law_fincpa_main_2026-01-02:제27조:③,제27조,③,금융상품자문업자의 영업행위준칙 등,law_fincpa_main_2026-01-02:제27조:③:ob02:rule01,Verify that the financial product advisory business posts signs or presents credentials to consumers to prove its official status.,advisory,required_presence,workflow_metadata,direct_workflow_field,advisory_independence|representative_identity,workflow_log,yes,high,"This rule ensures compliance with the identity disclosure requirement for advisory businesses, which can be verified via digital credential presentation logs or physical signage verification records."
low,,law_fincpa_main_2026-01-02:제27조:④:ob01,law_fincpa_main_2026-01-02:제27조:④,제27조,④,금융상품자문업자의 영업행위준칙 등,law_fincpa_main_2026-01-02:제27조:④:ob01:rule01,Ensure that non-independent financial product advisory businesses do not use the word 'independent' or its foreign equivalents in their names or advertisements.,advisory,prohibited_presence,content_text,direct_content_field,advisory_independence|prohibited_claim_signal,visible_content,yes,high,This rule directly prohibits non-independent advisory businesses from using 'independent' or equivalent foreign terms in their corporate names or promotional materials.
low,,law_fincpa_main_2026-01-02:제27조:⑤:ob01,law_fincpa_main_2026-01-02:제27조:⑤,제27조,⑤,금융상품자문업자의 영업행위준칙 등,law_fincpa_main_2026-01-02:제27조:⑤:ob01:rule01,독립금융상품자문업자는 금융소비자의 자문 응답과 관련하여 금융상품판매업자로부터 재산상 이익을 수취하여서는 아니 된다.,advisory,prohibited_presence,workflow_metadata,direct_workflow_field,advisory_independence|prohibited_claim_signal,workflow_log,yes,high,"대통령령으로 정하는 예외 사유(판매업자 자체 자문에 대한 응답 등)를 제외하고는 금융상품판매업자로부터의 재산상 이익 수취가 금지되므로, 자문업자의 독립성 평가 및 거래 기록 검증이 필요합니다."
low,high_priority_article,law_fincpa_main_2026-01-02:제28조:①:ob02,law_fincpa_main_2026-01-02:제28조:①,제28조,①,자료의 기록 및 유지ㆍ관리 등,law_fincpa_main_2026-01-02:제28조:①:ob02:rule01,Ensure all recorded materials for financial consumer protection are maintained and managed for the specific retention periods prescribed by the Presidential Decree.,recordkeeping,required_record,record_system,direct_record_field,activity_record|record_integrity_control,record_archive,yes,high,This rule requires verifying that the system's retention policy configurations and actual stored records comply with the specific duration thresholds defined in the Enforcement Decree for each record type.
low,high_priority_article,law_fincpa_main_2026-01-02:제28조:②:ob01,law_fincpa_main_2026-01-02:제28조:②,제28조,②,자료의 기록 및 유지ㆍ관리 등,law_fincpa_main_2026-01-02:제28조:②:ob01:rule01,"Establish and implement internal security and integrity control measures to prevent the loss, forgery, or alteration of stored financial consumer transaction records.",recordkeeping,required_process,record_system,direct_record_field,record_integrity_control|activity_record,record_archive,yes,high,"This rule maps directly to the system integrity controls of the recordkeeping system, requiring evidence of anti-forgery, anti-alteration, and backup mechanisms."
low,high_priority_article,law_fincpa_main_2026-01-02:제28조:③:ob01,law_fincpa_main_2026-01-02:제28조:③,제28조,③,자료의 기록 및 유지ㆍ관리 등,law_fincpa_main_2026-01-02:제28조:③:ob01:rule01,"Establish a workflow to receive and process consumer requests to access, copy, or listen to recorded data for dispute resolution or litigation purposes.",recordkeeping,required_response,workflow_metadata,direct_workflow_field,access_request|access_response|activity_record,workflow_log,yes,high,"This rule operationalizes the consumer's right to request access by requiring a structured workflow that logs the receipt of the request, the purpose (dispute/litigation), and the subsequent response or provision of data."
low,high_priority_article,law_fincpa_main_2026-01-02:제28조:④:ob01,law_fincpa_main_2026-01-02:제28조:④,제28조,④,자료의 기록 및 유지ㆍ관리 등,law_fincpa_main_2026-01-02:제28조:④:ob01:rule01,"Ensure that when a financial consumer requests access to records, the system allows inspection within 10 days or the period prescribed by the Presidential Decree.",recordkeeping,required_response,workflow_metadata,direct_workflow_field,access_request|access_response,workflow_log,yes,high,This rule directly maps to the statutory timeline of 10 days (or the period prescribed by Presidential Decree) for responding to consumer data access requests.
low,high_priority_article,law_fincpa_main_2026-01-02:제28조:④:ob02,law_fincpa_main_2026-01-02:제28조:④,제28조,④,자료의 기록 및 유지ㆍ관리 등,law_fincpa_main_2026-01-02:제28조:④:ob02:rule01,"If a consumer's data access request cannot be fulfilled within the designated period due to justifiable reasons, the system must log the notification of postponement sent to the consumer and enforce immediate access provision once the delaying reason is resolved.",recordkeeping,required_response,workflow_metadata,direct_workflow_field,access_request|access_response|activity_record,workflow_log,yes,high,"This rule establishes the workflow logic for delayed data access requests under Article 28, Paragraph 4. It requires tracking the postponement notification event and the subsequent fulfillment timestamp once the obstacle is cleared."
low,high_priority_article,law_fincpa_main_2026-01-02:제28조:⑤:ob01,law_fincpa_main_2026-01-02:제28조:⑤,제28조,⑤,자료의 기록 및 유지ㆍ관리 등,law_fincpa_main_2026-01-02:제28조:⑤:ob01:rule01,"When restricting or refusing a consumer's request to inspect recorded materials under statutory or safety exceptions, the financial sales agent must notify the consumer of the specific reason for the restriction or refusal.",recordkeeping,required_response,workflow_metadata,direct_workflow_field,access_request|access_response,workflow_log,yes,high,This rule enforces the mandatory operational duty to notify the consumer of the specific reason ('그 사유를 알리고') when restricting or refusing an inspection request.
